Sample	g__Abiotrophia	g__Absiella	g__Actinobaculum	g__Actinomyces	g__Adlercreutzia	g__Aeriscardovia	g__Agathobaculum	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allisonella	g__Alloscardovia	g__Anaerococcus	g__Anaerofustis	g__Anaerostipes	g__Anaerotruncus	g__Asaccharobacter	g__Atopobium	g__Bacteroides	g__Barnesiella	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Brochothrix	g__Bulleidia	g__Butyricicoccus	g__Butyricimonas	g__Candida	g__Candidatus_Stoquefichus	g__Carnobacterium	g__Catenibacterium	g__Christensenella	g__Citrobacter	g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	g__Clostridiales_unclassified	g__Clostridioides	g__Clostridium	g__Collinsella	g__Coprobacillus	g__Coprobacter	g__Coprococcus	g__Corynebacterium	g__Cutibacterium	g__Dialister	g__Dielma	g__Dorea	g__Eggerthella	g__Eisenbergiella	g__Enorma	g__Enterobacter	g__Enterococcus	g__Enterorhabdus	g__Erysipelatoclostridium	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Faecalicoccus	g__Faecalitalea	g__Finegoldia	g__Firmicutes_unclassified	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium	g__Gardnerella	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Haemophilus	g__Hafnia	g__Holdemanella	g__Holdemania	g__Hungatella	g__Intestinibacter	g__Klebsiella	g__Lachnoclostridium	g__Lachnospira	g__Lachnospiraceae_unclassified	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Lawsonibacter	g__Leptotrichia	g__Leuconostoc	g__Lysinibacillus	g__Massiliomicrobiota	g__Megasphaera	g__Methanobrevibacter	g__Mogibacterium	g__Monoglobus	g__Odoribacter	g__Olsenella	g__Oribacterium	g__Oscillibacter	g__Parabacteroides	g__Paraclostridium	g__Parasutterella	g__Parvimonas	g__Pediococcus	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Prevotella	g__Propionibacterium	g__Proteobacteria_unclassified	g__Pseudopropionibacterium	g__Rhodococcus	g__Romboutsia	g__Roseburia	g__Rothia	g__Ruminococcaceae_unclassified	g__Ruminococcus	g__Ruthenibacterium	g__Saccharomyces	g__Scardovia	g__Sellimonas	g__Sharpea	g__Slackia	g__Solobacterium	g__Staphylococcus	g__Streptococcus	g__Turicibacter	g__Turicimonas	g__Tyzzerella	g__Varibaculum	g__Veillonella	g__Weissella
0307-4FF	0	0	0	0.00103	0.04746	0.02289	0	0	0	0	0	0	0	0	2.08312	0	0.05868	0	0	0	44.09934	0	11.74164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.73898	0	0	0.44817	0	0	0	0	0.70878	0.23563	0	0	0	0	0	0.06294	0.09432	11.9819	0.06494	0	0	0	0	0	6.2033	0	0	0	0.34639	0.02455	0	0	0	0	0	0	0	0	0	0	1.72891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0.07588	0	0	0	0	0	0	0	0	0	0	0	2.89633	0	0	0	0	0	0
0307-5	0	0	0	0.06363	0.41795	0	0	0	0	0	0	0	0	0	0.89707	0	0.37617	0	0	0	27.76599	0	14.07704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.31179	0	0	1.85849	0	0	0	0	4.70616	0.40321	0	0.02515	0	0	0	0.00886	0.08414	18.36413	0	0	0	0.01625	0	0	0.05709	0	0	0.02038	0.0448	0.10629	0	0	0	0.08613	0	0	0	0	0	0	1.83005	0.24341	0.13944	0	0	0	0	0	0	0	0	0.02049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48777	0	0	0	0	0.01598	0	0	0	0	0	0	0	0	0	0	0	9.57214	0	0	0	0	0	0
0307-5FF	0	0	0	0.04639	0.49048	0	0	0	0	0	0	0	0	0	0.78807	0	0.45795	0	0	0	22.78531	0	11.42693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2067	0	0	2.2477	0	0	0	0	5.57555	0.60728	0	0	0	4.88454	0.00648	0.01933	0.12022	14.74751	0	0	0	0	0	0	0.22411	0	0	0.02026	0.05327	0.186	0	0	0	0.08254	0	0	0	0	0	0	3.98958	0.28347	0.03955	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	12.20581	0	0	0	0	0.29326	0	0	0	0	0.01519	0	0	0	0	0	0	0	0	0	0	0	5.1765	0	0	0	0	0	0
0316-1	0	0	0	0.19687	0.00181	0	0	0	0	0	0	0	0	0	0	0	0.02975	0	0	0	0.9628	0	29.08434	0	0	0	0	0	0	0	1.51825	0	0	0	0	0	0	1.86691	0	0	0	0	0.1398	0	0	3.76262	0	0	0	0	42.50428	0	0	3.10336	3.49885	0	0	0	0	0	0	0.05588	0	0	0.11988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18897	0	0	0	0	0	0.34459	0	0	0	0	0	0	0	0	0	0	0	12.40578	0	0	0	0	0	0
0316-1FF	0	0	0	0.07095	0.02137	0	0	0	0.01758	0	0	0	0	0	0	0	0.03183	0	0	0	0.61705	0	11.4784	0	0	0	0	0	0	0	0.53262	0	0	0	0	0	0	0.71088	0	0	0	0	0	0	0	1.64063	0	0	0	0	73.22046	0	0	4.25297	2.5525	0.01513	0	0	0	0	0	0	0	0	0.0129	0.02918	0	0	0	0	0	0	0	0	0	0	0	0	0.24855	0.08433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04202	0	0	0	0	0	0.02239	0	0	0	0	0	0	0	0	0	0	0	4.39825	0	0	0	0	0	0
0316-4	0	0	0	1.1909	1.13462	0	0	0	0	0	0	0	0	0	0	0	1.14646	0	0	0	0	0	38.03436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61202	0	0	0	0	0	0	0	23.39733	1.14448	0	0	0	0.71647	0	0	4.84601	13.64555	0	0	0	0	0	0	0.0232	0	0	0	0.45597	0.40694	0	0	0	0	0	0	0	0	0	0	0	0	0.14249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48873	0	0	0	0	0	0	0	0	0	0	0	11.61446	0	0	0	0	0	0
0316-4FF	0	0	0	0.80236	1.20606	0	0.19777	0	0	0	0	0	0	0	0.17872	0	1.17046	0.00803	0.12588	0.00695	0	0	33.53411	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	3.52647	0	0	0.14155	0	0	0	0	25.62243	0.77699	0	0	0	0.71353	0.01954	0	5.12835	14.63073	0.59599	0	0	0	0	0	1.4524	0	0	0.04434	1.47713	0.45651	0	0	0	0	0	0	0	0	0	0	0	0	0.41181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0	0	0	0.53363	0	0	0.12381	0	0	0	0	0	0	0	0	6.68657	0	0	0	0	0	0
0316-5	0	0	0	1.0179	1.40501	0	0	0	0	0	0	0	0	0	0.02997	0	1.43279	0	0.05552	0	0	0	48.72478	0	0	0	0	0	0	0	1.50744	0	0	0	0	0	0	1.13489	0	0	0.23291	0	0	0	0	13.36598	2.4461	0	0	0	0	0.03241	0	0.0987	8.235	0.11576	0	0	0.04045	0	0	0.32979	0	0	0.16287	0.55273	1.14669	0	0	0	0	0	0	0	0	0	0	0.01163	0	0.69973	0	0	0	0	0	0	0	0	0.01735	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19327	0.09695	0	0	0	0	0.52546	0.06282	0	0.11051	0	0	0	0	0	0	0	0	16.21457	0	0	0	0	0	0
0316-5FF	0	0	0	1.15274	1.79738	0	0.0389	0	0	0	0	0	0	0	0.07257	0	1.6477	0.10506	0.04602	0	0	0	46.86821	0	0	0	0	0	0	0	2.38587	0	0	0	0	0	0	0.51822	0	0	0.20161	0	0	0	0	14.37561	1.1752	0	0	0	0	0.02059	0	0	8.86403	0.07417	0	0	0.01271	0	0	0.56643	0	0	0.21358	0.78151	0.94955	0	0	0	0	0	0	0	0	0	0	0	0	0.64186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32976	0.13309	0	0	0	0	1.22245	0.0306	0	0	0	0	0	0	0	0	0	0	15.7746	0	0	0	0	0	0
0325-1	0	0	0	0.15794	0.18442	0	0.22962	0	0.02928	0	0	0	0	0.22014	2.38837	0	0.09452	0	0.04996	0	6.13012	0	31.57602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01431	17.30339	0	0	1.03223	0	0	0	0	0.0569	0.01077	0	0.03853	0	0	0	0.85073	0.48667	17.08465	0.19694	0	0	0	0	0	0.1664	0	0	0.03999	0	0	0	0	0	0.86753	0	0	3.14523	0	0	0	1.1117	0	0.18857	0	0	0	0	0	0	0	0	0.01857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01747	0.08342	0.18705	0	7.82019	0	0	0	0	0	0.01354	0	0	3.86805	4.33679	0	0	0	0	0
0325-1FF	0	0	0	0.05799	0.10358	0	0.49103	0	0.06444	0	0	0	0	0.17197	0.54663	0	0.06437	0	0	0	1.92312	0	11.85644	0	0	0	0	0	0	0	0	0	0	0.00296	0	0	0.0132	5.42653	0	0	0.2974	0	0	0	0	0.0072	0	0	0	0	61.59719	0	0.46408	0.71457	6.47296	0.0336	0	0	0	0	0	0.04608	0	0	0.04333	0.0383	0	0	0	0	0.32799	0	0	1.17253	0	0	0	1.64652	0	0.0077	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0.02222	0.05062	0	3.30862	0	0	0	0	0	0	0	0	1.67251	1.32783	0	0	0	0	0
0325-4	0	0	0	0.23824	0.39284	0	0	0	0.01095	0	0	0	0	0	2.44468	0	0.32509	0	0.03004	0	0	0	39.02455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29591	0	0	5.64816	0	0	0	0	7.99133	0.30287	0	0	0	0	0	1.98761	0	13.77227	0	0	0	0	0	0	0.46861	0	0	0.57341	0.03304	0.14116	0	0	0	2.59848	0	0	0	0	0	0	3.09023	0	0.28352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35495	0.03892	0	13.43544	0	0	0	0	0	0	0	0	4.51772	0	0	0	0	0	0
0325-4FF	0	0	0	0.10025	0.32309	0	0	0	0.15342	0	0	0	0	0	3.0767	0	0.29939	0	0	0	0	0	24.34452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04932	0	0	8.55902	0	0	0	0	6.38871	0.21453	0	0	0	0	0	2.34358	0	9.33048	0.02552	0	0	0	0	0	1.8376	0	0	0.35122	0.04986	0.10953	0	0	0	2.1345	0	0	0	0	0	0	10.49669	0	0.1209	0.00966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26256	0	0	0	0	0	0	0	0.27445	0.04894	0	23.2807	0	0	0	0	0	0	0.02041	0	2.79447	0	0	0	0	0	0
0325-5	0	0	0	0.19154	0.21544	0	0	0	2.51794	0	0	0	0.07076	0.39747	1.64007	0	0.26465	0	0	0	0	0	18.08009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30719	0	0	5.2544	0	0	0	0	4.12224	0.04962	0	0	0	0	0	0.85936	0	12.01023	0	0	0	0	0	0	0.11883	0	0	0.15481	0.03564	0.21191	0	0	0	1.89629	0	0	0.36634	0	0	0	1.14438	0	2.37624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05461	0	0	0.00792	0	0	0	0	0	0	0	0.19621	0.03916	0	7.98546	0	0	0	0	0	0	0	0	39.4312	0	0	0	0	0	0
0325-5FF	0	0	0	0.13234	0.10232	0	0	0	1.99666	0	0	0	0	0.40754	1.7704	0	0.11793	0	0	0	0	0	14.2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0	0	4.19339	0	0	0	0	2.58417	0.01613	0	0	0	1.4758	0	1.52355	0	9.23634	0	0	0	0	0	0	0.26706	0	0	0.12097	0.15569	0.17381	0	0	0	1.79274	0	0	0.37077	0	0	0	2.59725	0	1.74194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11681	0	0	0.00671	0	0	0	0	0	0	0	0.27529	0	0	14.01314	0	0	0	0	0	0	0	0	40.26905	0	0	0	0	0	0
0361-1	0	0	0	0.0165	0.36752	0	0	0	0	0	0	0	0	0	0	0	0.28622	0	0.01956	0	8.93635	0	11.88862	0	0	0	0	0	0	0	0.14858	0	0	0	0	0	0	0	0	0	1.97861	0	0	0.01373	0	44.99539	1.40374	0	0	0	14.98879	0	0.25634	0	4.74611	0.2041	0	0	0	1.08102	0	7.63726	0	0	0	0	0.18487	0	0	0	0	0	0	0	0	0	0	0.04327	0.20632	0.25173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3454	0	0	0	0	0	0
0361-1FF	0	0	0	0	0.07729	0	0	0	0	0	0	0	0	0	0	0	0.06506	0	0.00396	0	1.10714	0	4.65787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04652	0	0	0	0	7.4442	0.74462	0	0	0	82.84266	0	0.10839	0	2.07275	0	0	0	0	0.16441	0	0.52088	0	0	0	0	0.14426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0361-4	0	0	0	0.14516	0	0	0	0	0	0	0	0	0	0	0.37206	0	0	0	0	0	0	0	32.00245	0	0	0	0	0	0	0	3.61034	0	0	0	0	0	0	0	0	0	0.39165	0	0	0	0	7.15541	0.50517	0	0	0	0	0	0.02723	0	7.15385	0	0	0	0	0	0	12.47195	0	0	0	0.00154	0.0297	0	0	0	0	0	0	0	0	0	0	0.01215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02456	0	0	0	0	0	0	36.09678	0	0	0	0	0	0
0361-4FF	0	0	0	0.21298	0	0	0	0	0	0	0	0	0	0	1.22395	0	0	0	0	0	0	0	34.54733	0	0	0	0	0	0	0	5.61848	0	0	0	0	0	0	0	0	0	0.50917	0	0	0	0	10.51291	0.51537	0	0	0	0	0	0.0344	0	8.54454	0	0	0	0	0	0	5.90156	0	0	0.00809	0	0.04338	0	0	0	0	0	0	0	0	0	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302	0	0	0	0	0	0	32.29391	0	0	0	0	0	0
0361-5	0	0	0	0.74805	0.02299	0	0	0	0	0	0	0.27402	0	0	0	0	0.01676	0	0	0	0	0	22.62457	0	0	0	0	0	0	0	2.32411	0	0	0	0	0	0	0	0	0	2.75824	0	0	0	0	7.79731	0.2068	0	0	0	0.83933	0	0.05463	0	19.47252	0	0	0	0	0	0	7.71032	0	0	0	0	0.07192	0	0	0	0	0	0	0	0	0	0	0.00749	1.1054	0.24026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	33.30069	0	0	0	0	0	0
0361-5FF	0	0	0	0.46047	0.04907	0	0.00622	0	0	0	0	0.20206	0	0	0.01481	0	0.02091	0	0	0	0	0	17.69801	0	0	0	0	0	0	0	2.27589	0	0	0	0	0	0	0	0	0	1.5225	0	0	0	0	6.90102	0.31751	0	0	0	38.5527	0	0.05155	0	11.54081	0	0	0	0	0	0	3.47939	0	0	0	0	0.17896	0	0	0	0	0	0	0	0	0	0	0.00657	0.84666	0.10753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.66483	0	0	0	0	0	0
0389-1	0	0	0	0.0506	0.16039	0	0	0	0	0	0	0	0	0	3.49151	0	0.19038	0	0	0	4.1885	0	6.34599	0	0	0	0	0	0	0	0	0	0	0.01429	0	0	0	10.74339	0	0	8.71406	0	0	0	0	7.07954	0	0	0.02197	0	0	0	0	0	3.81957	0	0	29.6269	0	0	0	8.38775	0	0	0.03348	0.00573	0.08138	0	0	0	0	0	0	0.06455	0	0	0	0	0	0.1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34778	0	0	0	0.00849	0.03195	0	0	0.00544	0	0	0	0	0	0	0	0	16.36852	0.05795	0	0	0	0	0
0389-1FF	0	0	0	0.01026	0.04373	0	0	0	0	0	0	0	0	0	0.546	0	0.04648	0	0.00237	0	2.69836	0	8.80635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49497	0	0	2.09351	0	0	0	0	2.25848	0.02509	0	0.001	0	0	0	0	0	1.61837	0.00888	0	65.63345	0	0	0	2.18867	0	0	0.00731	0.00235	0.1982	0	0	0	0	0	0	0.01669	0	0	0	0	0	0.00944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11244	0	0	0	0.00678	0.00617	0	0	0	0	0	0	0	0	0	0	0	6.14958	0.01507	0	0	0	0	0
0389-4	0	0	0	0.03258	0	0	0	0	0	0	0	0	0	0	0.31614	0	0	0	0	0	22.80112	0	13.42425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8908	0	0	2.04099	0	0	0	0	2.77223	0.11542	0	0.0415	0	0	0	0.12624	0.59896	0.4114	0	0	9.90175	0	0	0	0.83429	0	0	0.06691	0	0.09126	0	0	0	0	0	0	0	0	0	0	0	0	8.4233	0	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0	0	0	0	0	0	0	0	9.75464	0.34991	0	0	0	0	0
0389-4FF	0	0	0	0.04351	0	0	0.00193	0	0	0	0	0	0	0	0.42629	0	0	0	0	0	15.03539	0	19.39065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1445	0	0	2.60448	0	0	0	0	2.44844	0.09373	0	0.03526	0	2.14621	0	0.08744	0.76111	1.01568	0	0	5.93416	0	0	0	1.42007	0	0	0.04166	0.00256	0.11111	0	0	0	0	0	0	0	0	0	0	0.01722	0	20.73278	0	0	0	0	0	0.01784	0	0	0.01664	0	0	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	7.24518	0.21814	0	0	0	0	0
0389-5	0	0	0	0.07365	0	0	0	0	1.42359	0	0	0	0	0	0.78709	0	0	0	0.01775	0	6.081	0	49.79031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64792	0	0	2.35838	0	0	0	0	6.39075	0.82885	0	0	0	0	0	0.73125	0	1.64824	0	0	15.56319	0	0	0	0.94757	0	0	0.03706	0	0.38109	0	0	0	0	0	0	0	0	0	0	0.12066	0.02068	0.4048	0	0	0	0.36054	0	0.01281	0	0	0.02164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02706	0.0098	0	0	0	0	0	0	0	0	0	0	0	11.27267	0.04168	0	0	0	0	0
0389-5FF	0	0	0	0.01661	0	0	0	0	1.49411	0	0	0	0	0	0.52622	0	0	0	0	0	4.13178	0	44.40313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3338	0	0	1.57083	0	0	0	0	3.6016	0.51485	0	0	0	19.87755	0	0.51699	0	2.33182	0	0	11.02343	0	0	0	1.98773	0	0	0.02791	0	0.29586	0	0	0	0	0	0	0	0	0	0	0.15554	0.01797	0.20378	0	0	0	0.18937	0	0.01177	0	0	0.01558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01452	0.01207	0	0	0	0	0	0	0	0	0	0	0	6.71323	0.01193	0	0	0	0	0
0406-1	0	0	0.35885	7.6796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116	0	0	0	0	23.13496	0	0	0	0	0	0	0	0	0	0	0.16126	0	0	0	4.6082	0	0	0.01522	0.03131	0.05105	0	0	8.07082	0	0	0	0	0	0	0	0.05495	6.24276	0	0	0	0	0	0	0	0	0	0.54609	0	0	0	0	0	0.2534	0	0	0	0	0	0	0.20425	0	0	0	0	0	0	0	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02508	0	0	0	0	0	0	0	0	0	0	48.3266	0	0	0	0	0	0
0406-1FF	0	0	0.02224	2.88946	0	0	0	0	0	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	31.02497	0	0	0	0	0	0	0	0	0	0	0.09822	0	0	0	7.35319	0	0	0.11214	0.00301	0	0	0	7.3096	0.09279	0	0	0	0	0	0	9.78556	17.80749	0	0	0	0	0	0	0	0	0	0.18292	0	0	0	0	0	0.28318	0	0	0	0	0	0	1.19569	0	0	0	0	0	0	0	0	0	0	0.11824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.71287	0	0	0	0	0	0
0406-4	0	0	0	1.41645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.42347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.40108	0	0	0	0	0	0	0	2.66375	2.06799	0	0.08225	0	0	0	0	0	12.74761	0	0	0	0	0	0	0.56088	0	0	0	0.01074	0.19151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69814	0	0	0	0	0	0	0	0	0.73614	0	0	0	0	0	0
0406-4FF	0	0	0.04422	1.07344	0	0	0	0	0	0	0	0	0	0.09714	0.36295	0	0	0	0.50882	0	0	0	57.16422	0	0	0	0	0	0	0	0	0	0	0.06191	0	0	0	10.46395	0	0	0.3947	0	0	0	0	5.49536	0.8113	0	0.00389	0	0	0	0.08113	0	13.98867	0.07854	0	0	0	0	0	1.14415	0	0	0.03394	0.04982	0.0739	0	0	0	0	0	0	0	0	0	0	1.11488	2.12807	0.2416	0	0	0	0	0	0	0	0	0.04008	0	0	0	0	0	0.05108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07442	0	0	0	0	0	0	0	0	1.41783	0	0	0	0	0	0
0406-5	0	0	0	0.28323	0.15193	0	0	0	0	0	0	0	0	0	0	0	0.29178	0	0	0	0	0	44.13363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22805	0	0	0.91361	0	0	0	0	3.57179	0.25436	0	0	0	0	0	0	2.83995	27.42271	0	0	0	0	0	0	0.683	0	0	0.02403	0.06016	0	0	0	0	0	0	0	0	0	0	0	0.85072	0	1.69199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36167	0	0	0	0	0	0	0	0	6.85138	0	0	0	0	0	0.38599
0406-5FF	0	0	0	0.28953	0.15775	0	0	0	0	0	0	0	0	0.04328	0.2931	0	0.28335	0	0.05193	0	0	0	38.20382	0	0	0	0	0	0	0	0	0	0	0.03117	0	0	0	7.59771	0	0	1.41084	0	0	0	0	7.6409	0.17322	0	0	0	18.07767	0	0	1.46573	12.4579	0	0	0	0	0	0	2.5508	0	0	0.01837	0.05536	0.00309	0	0	0	0	0	0	0	0	0	0	2.77612	0	0.61024	0	0	0	0	0	0	0	0	0.00623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93793	0	0	0	0	0	0	0	0	2.74182	0	0	0	0	0	0.12213
0415-1	0	0	0	0.31081	0	0	0	0	0	0	0	0	0	0	1.38879	0	0	0	0	0	12.87858	0	74.03172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03055	1.12399	0	0	0	0	0	1.17566	0	1.1793	0	0	0	0	0	0	0	0	0	0	0.0097	0.10514	0	0	0	0	0	0	0	0	0	0	0	0	0.00889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704	0	0.05918	0	0	0	0	0	0	0	0	0	0	7.69065	0	0	0	0	0	0
0415-1FF	0	0	0	0.38136	0	0	0	0	0	0	0	0	0	0	1.30572	0	0	0	0	0	9.72858	0	75.78553	0	0	0	0	0	0	0.00513	0	0	0	0.00433	0	0	0	0	0	0	0.04486	0	0	0	0	0.08673	0.50119	0	0	0	0	0	2.00934	0.06679	1.31846	0	0	0	0	0	0	0.1462	0	0	0	0.02331	0.04053	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01891	0	0.10289	0	0	0	0	0	0.00906	0	0	0	0	8.41581	0	0	0	0	0	0
0415-4	0	0	0	0.05297	0	0	0	0	0	0	0	0	0	0	6.5775	0	0	0	0	0	2.61106	0	67.91558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38692	0	0	0	0	0.52766	1.12371	0	0	0	0	0	1.91023	0.05247	1.06215	0.10381	0	0	0	0	0	0.08754	0	0	0	0	0.11069	0	0	0	0	0	0	0	0	0.34623	0	0.40562	0	0.20033	0.00501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0	0.24303	0	0	0	0	16.27456	0	0	0	0	0	0
0415-4FF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08124	0	0	0	0	0	2.41762	0	47.60492	0	0	0	0	0.04499	0	0	0	0	0	0	0	0	0	0	0	0	0.3558	0	0	0	0	0.27761	1.06357	0	0	0	20.51312	0	2.71277	0.08282	1.00675	0.0615	0	0	0	0	0	0.14918	0	0	0	0.01018	0.06729	0	0	0	0	0	0	0	0	0.22185	0	1.1381	0	0.14929	0	0	0	0	0	0	0	0	0	0.30293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03109	0	0	0	0	0	0	0.04469	0	0	0	0	14.6627	0	0	0	0	0	0
0415-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75066	0	0	0	0	0	7.70755	0	61.17022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2546	0	0	0	0	0.51594	1.70668	0	0	0	0	0	0.8413	0.2577	1.07416	0.01619	0	0	0	0	0	0.06947	0	0	0	0	0.16931	0	0	0	0	0	0	0	0	0.10094	0	0	0	0.50361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01933	0	0	0	0	21.84234	0	0	0	0	0	0
