Sample	richness	shannon	simpson	invsimpson
PU0173_V2	5	0.880285525932663	0.47444611461204	1.90275446115636
PU0175_V1	8	0.785364079521127	0.487758758409783	1.95220516976644
PU0175_V2	8	1.04485059402755	0.5754207281212	2.35527277526977
PU0177_V1	5	0.649420043188574	0.32949346665883	1.49140977794347
PU0177_V2	4	0.811408131540223	0.449619966215169	1.81692637562311
PU0188_V1	4	0.715877426046691	0.40290589653296	1.67477788541786
PU0188_V2	4	0.7593420615869	0.4143614585635	1.70753789111475
PU0191_V1	6	0.727072872768414	0.363328873913871	1.57066962679366
PU0191_V2	6	0.756831120713627	0.37400378464308	1.597453747272
PU0194_V1	6	0.522590197597608	0.26438073741599	1.35939887773914
PU0194_V2	6	0.593933602634591	0.28739708708474	1.40330607955137
PU0196_V1	7	0.740968163958993	0.37624196313262	1.60318575616624
PU0196_V2	6	1.14284231777597	0.59408321880451	2.46355914888475
PU0197_V1	4	0.862224395707467	0.47918954388306	1.92008433827501
PU0197_V2	4	0.919823680298156	0.55291178807418	2.23669507118635
PU0198_V1	6	0.787622638729043	0.43140730059766	1.75872817405345
PU0198_V2	5	0.742063165140877	0.39875654430046	1.66321976650292
PU0203_V1	5	0.82249346020698	0.47177644230846	1.89313783044859
PU0203_V2	4	0.725613447410698	0.35289142057738	1.5453357161363
PU0204_V1	4	0.484324340677889	0.228668800364358	1.29645993896315
PU0204_V2	5	0.664719228838299	0.36199143935478	1.56737708815176
PU0206_V1	4	0.775010422168012	0.43106674909458	1.75767543628108
PU0206_V2	4	0.881831001123512	0.53990398793894	2.17345939496491
PU0207_V1	5	0.634232621312875	0.35567199259314	1.55200455126041
PU0207_V2	4	0.857130459945584	0.45147793068026	1.82308070346225
PU0208_V1	4	0.61674062631345	0.34859727142252	1.5351486202457
PU0208_V2	4	0.803489874501656	0.457058761168088	1.84181994013092
PU0209_V1	4	0.920220140687469	0.532828883160378	2.14054329121399
PU0209_V2	4	0.968633988676976	0.56932907567802	2.32195846881081
PU0210_V1	6	1.26057830223583	0.662377798842893	2.96189052903742
PU0210_V2	6	1.02091922716763	0.56776848055487	2.31357491300897
PU0217_V1	5	0.705803995310685	0.358720062165549	1.55938138869105
PU0217_V2	6	0.987631399859154	0.586654763428422	2.41928516775548
PU0219_V1	5	0.658379373940635	0.35985673589836	1.56215031240448
PU0219_V2	5	0.917309169702385	0.515164035396742	2.06255326132479
